,Household_ID,Daily_Water_Usage_Liters,Number_of_Family_Members,Type_of_Residence,Water_Source,Monthly_Water_Bill,Smart_Meter_Reading,Leakage_Detection,Region,Income_Bracket,Number_of_Bathrooms,Average_Shower_Time_Minutes,Rainwater_Harvesting
46983,HH046984,214.17,3.0,apartment,municipal,30.71,214.9,No,Suburban,Low,1.0,11.53,No
46989,HH046990,164.59,6.0,apartment,municipal,25.13,160.61,No,Rural,Medium,1.0,5.69,No
46991,HH046992,163.15,5.0,house,municipal,26.11,155.63,No,Urban,Medium,2.0,6.07,No
46992,HH046993,152.66,4.0,apartment,municipal,20.82,160.61,No,Urban,Medium,1.0,8.62,Yes
46993,HH046994,149.7,4.0,apartment,municipal,22.14,154.9,No,Urban,Medium,1.0,10.48,No
46997,HH046998,207.36,4.0,apartment,borewell,28.11,207.71,No,Urban,Medium,1.0,5.59,No
46998,HH046999,139.86,2.0,house,municipal,19.48,143.03,No,Rural,High,1,3.0,No
47000,HH047001,147.19,3,apartment,municipal,23.73,152.87,No,Urban,Low,3.0,6.88,No
47002,HH047003,237.06,5.0,apartment,municipal,34.95,239.66,No,Urban,Low,1.0,11.3,No
47009,HH047010,299.96,2.0,house,municipal,47.34,299.16,No,Suburban,Low,1,10.53,No
47015,HH047016,226.98,2.0,house,municipal,37.29,221.32,No,Urban,Medium,1.0,8.49,No
47016,HH047017,194.88,7.0,apartment,borewell,27.47,193.6,No,Rural,Medium,1,3.93,No
47019,HH047020,260.88,3,apartment,municipal,38.97,268.3,No,Urban,High,1,3.03,No
47021,HH047022,116.19,3.0,apartment,municipal,17.74,119.17,No,Urban,Medium,3.0,6.04,No
47034,HH047035,181.99,3.0,house,municipal,28.91,179.44,No,Urban,Low,2.0,7.99,No
47037,HH047038,224.76,3,apartment,well,36.03,223.61,No,Urban,Medium,1,15.84,No
47040,HH047041,183.35,3,apartment,municipal,25.12,186.87,No,Urban,High,1,12.23,No
47041,HH047042,259.7,3,apartment,municipal,35.73,271.48,No,Suburban,Medium,1.0,7.02,No
47043,HH047044,221.44,5.0,apartment,municipal,35.01,221.24,No,Urban,Medium,2.0,11.49,No
47046,HH047047,215.94,3,apartment,municipal,29.64,212.29,No,Urban,Medium,1,12.18,No
47057,HH047058,145.5,3.0,apartment,municipal,21.89,144.7,No,Rural,Medium,3.0,11.77,No
47062,HH047063,136.69,3.0,apartment,municipal,20.13,142.59,No,Urban,Low,2.0,4.99,No
47066,HH047067,172.06,10.0,house,municipal,27.66,177.4,No,Urban,Low,2.0,6.27,No
47067,HH047068,198.06,3,apartment,borewell,28.52,198.9,No,Rural,Medium,4.0,10.72,No
47077,HH047078,175.06,3,apartment,municipal,28.11,175.99,No,Urban,Medium,3.0,3.03,No
47090,HH047091,157.28,3,apartment,municipal,24.92,149.77,No,Suburban,Low,1,6.25,No
47093,HH047094,246.14,2.0,apartment,well,40.24,244.33,No,Urban,Low,1.0,4.1,No
47119,HH047120,181.38,3.0,apartment,well,25.74,174.1,No,Urban,Medium,2.0,8.46,No
47126,HH047127,240.68,3,house,municipal,32.9,238.41,No,Rural,Medium,2.0,13.13,No
47129,HH047130,212.53,5.0,apartment,borewell,31.58,216.58,No,Urban,Medium,3.0,10.63,No
47131,HH047132,200.19,4.0,apartment,municipal,27.35,197.35,No,Rural,High,2.0,4.94,No
47134,HH047135,167.55,3,apartment,rainwater harvesting,22.84,174.15,No,Urban,Medium,1.0,13.14,No
47155,HH047156,200.28,3,apartment,municipal,29.39,191.96,No,Urban,Medium,1,7.76,No
47159,HH047160,119.82,4.0,house,borewell,17.42,124.91,No,Suburban,Medium,1.0,12.8,No
47178,HH047179,231.15,5.0,house,municipal,34.35,232.74,No,Rural,Medium,1.0,12.38,No
47182,HH047183,210.61,3,apartment,borewell,33.51,213.35,No,Suburban,Medium,1,9.79,No
47184,HH047185,260.9,4.0,apartment,rainwater harvesting,42.55,257.33,No,Urban,Medium,1,10.45,No
47185,HH047186,164.54,3,apartment,municipal,22.61,169.51,No,Urban,Medium,1.0,6.57,No
47193,HH047194,271.31,3.0,house,municipal,40.15,270.75,No,Urban,Medium,1.0,12.16,No
47197,HH047198,257.76,9.0,apartment,well,36.7,261.41,No,Rural,Low,3.0,10.91,No
47201,HH047202,102.47,8.0,apartment,well,16.67,99.62,No,Rural,Low,1,7.21,No
47203,HH047204,152.41,3,apartment,rainwater harvesting,24.21,152.01,No,Urban,Medium,3.0,9.94,No
47211,HH047212,146.47,7.0,apartment,municipal,22.87,150.4,No,Urban,Medium,1.0,10.33,No
47223,HH047224,203.78,3,house,well,28.37,204.11,No,Urban,Medium,1.0,5.75,No
47238,HH047239,203.64,5.0,apartment,borewell,30.84,195.89,No,Rural,Medium,1.0,3.0,No
47246,HH047247,165.2,3,apartment,rainwater harvesting,22.53,165.51,No,Urban,Medium,2.0,8.58,No
47251,HH047252,175.64,1.0,house,municipal,23.72,173.35,No,Urban,Medium,1.0,7.39,No
47269,HH047270,125.84,2.0,house,municipal,17.21,129.58,No,Urban,Medium,2.0,9.53,No
47277,HH047278,178.81,1.0,apartment,municipal,28.1,170.27,No,Rural,Medium,1,15.13,No
47287,HH047288,219.03,3,house,municipal,29.57,212.93,No,Urban,Low,3.0,7.11,No
47289,HH047290,251.99,3,house,borewell,40.43,263.05,No,Urban,Medium,2.0,8.09,No
47291,HH047292,192.69,3.0,apartment,borewell,28.14,195.28,No,Suburban,Low,4.0,8.54,No
47296,HH047297,201.67,6.0,apartment,municipal,30.72,202.48,No,Urban,Medium,1.0,8.7,No
47304,HH047305,195.27,3.0,house,municipal,29.97,195.34,No,Suburban,Medium,1,10.26,No
47306,HH047307,100.06,3,house,borewell,14.59,97.58,Yes,Urban,Low,1.0,7.89,No
47312,HH047313,184.24,4.0,apartment,municipal,28.55,183.97,Yes,Urban,Medium,1,9.32,No
47326,HH047327,195.55,4.0,apartment,municipal,28.53,195.49,No,Urban,Medium,1,6.67,No
47329,HH047330,278.06,5.0,house,municipal,39.78,286.22,No,Suburban,High,1.0,11.85,No
47342,HH047343,211.66,2.0,apartment,municipal,33.13,212.48,No,Urban,Medium,1.0,8.27,No
47343,HH047344,255.31,4.0,apartment,municipal,35.67,246.21,No,Suburban,Medium,1,10.66,No
47348,HH047349,139.25,5.0,apartment,well,22.42,132.55,No,Urban,Medium,1,3.0,Yes
47349,HH047350,312.46,3,apartment,well,44.42,308.3,No,Urban,Medium,3.0,12.75,No
47353,HH047354,182.63,5.0,apartment,municipal,26.24,182.04,No,Urban,Low,1.0,13.82,No
47360,HH047361,236.55,5.0,house,municipal,32.72,239.94,No,Urban,Medium,2.0,12.88,No
47370,HH047371,187.66,3,apartment,municipal,26.61,195.12,No,Urban,Medium,3.0,5.68,No
47375,HH047376,192.97,2.0,apartment,municipal,30.0,193.8,No,Rural,Medium,2.0,8.83,No
47377,HH047378,251.39,2.0,house,municipal,40.17,250.37,No,Urban,Medium,2.0,11.02,No
47380,HH047381,181.86,6.0,house,municipal,29.32,176.59,No,Urban,Low,3.0,8.58,No
47381,HH047382,199.57,3,apartment,municipal,30.56,201.73,No,Urban,Low,1.0,6.28,No
47389,HH047390,178.67,3.0,apartment,municipal,24.21,172.62,No,Urban,Low,1.0,12.97,No
47393,HH047394,196.59,3.0,house,borewell,30.87,205.35,No,Urban,Medium,1,9.71,No
47394,HH047395,300.61,4.0,apartment,municipal,46.3,298.44,No,Suburban,Medium,1,9.54,No
47397,HH047398,284.53,3.0,house,municipal,46.78,290.17,No,Urban,Medium,2.0,9.56,No
47410,HH047411,176.45,3.0,apartment,municipal,26.16,174.73,No,Urban,Medium,2.0,9.47,No
47413,HH047414,193.56,3.0,apartment,municipal,31.4,189.86,No,Urban,Low,1,11.99,No
47420,HH047421,110.68,5.0,apartment,municipal,16.18,117.74,No,Urban,High,1.0,11.06,No
47428,HH047429,135.12,3,house,borewell,18.94,127.18,No,Rural,Medium,1.0,3.37,No
47429,HH047430,160.14,3,house,well,23.92,158.01,No,Urban,Medium,1,10.12,No
47432,HH047433,229.8,3,house,rainwater harvesting,37.49,236.68,No,Urban,Medium,1,11.3,No
47444,HH047445,292.19,6.0,house,municipal,39.5,295.19,No,Suburban,Low,1.0,10.37,No
47451,HH047452,207.1,1.0,apartment,municipal,29.64,214.68,No,Suburban,Medium,1.0,3.3,No
47460,HH047461,265.34,4.0,apartment,borewell,41.99,265.13,No,Urban,High,3.0,6.99,No
47464,HH047465,283.13,8.0,house,municipal,43.58,280.47,No,Urban,Medium,1,7.64,No
47465,HH047466,237.05,2.0,apartment,municipal,32.08,234.3,No,Urban,Medium,2.0,8.82,No
47470,HH047471,152.77,6.0,apartment,municipal,23.86,155.87,No,Urban,Medium,2.0,10.8,No
47486,HH047487,220.54,3,house,municipal,31.66,215.09,No,Urban,Medium,2.0,6.68,No
47489,HH047490,228.48,7.0,house,municipal,35.25,230.37,No,Urban,High,1.0,8.36,No
47500,HH047501,257.56,3,apartment,borewell,36.33,252.14,No,Suburban,High,1,11.83,No
47504,HH047505,254.22,1.0,apartment,municipal,37.5,252.91,No,Urban,Low,1.0,7.32,Yes
47507,HH047508,179.84,4.0,apartment,well,27.11,187.31,No,Suburban,High,3.0,7.57,No
47515,HH047516,247.0,5.0,apartment,municipal,39.61,235.83,No,Urban,Low,2.0,6.5,No
47516,HH047517,225.82,4.0,house,municipal,32.03,231.12,No,Suburban,Medium,1,4.81,No
47522,HH047523,251.03,4.0,apartment,borewell,40.95,251.25,No,Urban,Medium,2.0,11.26,No
47536,HH047537,192.7,3,house,municipal,31.57,190.79,No,Urban,Medium,2.0,10.36,No
47537,HH047538,224.59,3.0,house,municipal,35.9,229.24,No,Rural,High,1.0,12.12,No
47538,HH047539,156.42,3,apartment,municipal,24.15,154.24,No,Urban,Low,1.0,9.5,Yes
47541,HH047542,194.27,8.0,apartment,rainwater harvesting,27.92,190.49,No,Rural,Medium,1,5.4,No
47552,HH047553,199.43,4.0,apartment,municipal,30.95,195.15,No,Suburban,Low,4.0,6.69,No
47558,HH047559,140.13,6.0,house,municipal,19.22,147.67,No,Urban,Low,1,9.99,No
47559,HH047560,243.45,4.0,apartment,rainwater harvesting,35.6,247.34,No,Urban,Medium,4.0,7.09,No
47564,HH047565,96.48,4.0,house,borewell,14.46,82.29,No,Rural,Low,1.0,5.09,No
47586,HH047587,161.07,2.0,apartment,municipal,24.74,162.69,No,Suburban,Medium,1,3.45,No
47591,HH047592,170.54,3,house,municipal,23.78,170.76,No,Urban,Medium,4.0,11.69,No
47608,HH047609,297.44,4.0,apartment,municipal,47.46,290.86,No,Urban,Medium,2.0,7.56,No
47618,HH047619,229.28,6.0,apartment,municipal,34.67,239.8,No,Rural,Low,1,11.67,No
47630,HH047631,247.22,5.0,apartment,borewell,34.87,251.03,No,Urban,Medium,4.0,10.79,Yes
47631,HH047632,185.78,4.0,house,municipal,28.63,185.6,No,Suburban,Medium,1,8.45,No
47632,HH047633,254.83,4.0,apartment,municipal,34.66,258.45,No,Urban,Low,1.0,4.95,No
47635,HH047636,245.12,4.0,house,municipal,40.16,241.28,Yes,Urban,Medium,1.0,9.72,No
47637,HH047638,147.65,3,house,municipal,23.71,143.19,No,Rural,Medium,2.0,8.72,No
47638,HH047639,274.18,4.0,house,borewell,41.03,273.47,No,Urban,Medium,3.0,8.33,No
47641,HH047642,202.59,7.0,apartment,municipal,28.35,208.47,No,Rural,Medium,4.0,5.24,No
47652,HH047653,261.88,6.0,house,municipal,36.16,266.28,No,Suburban,High,1,6.49,No
47655,HH047656,163.16,6.0,apartment,municipal,25.77,160.71,No,Urban,Medium,1.0,9.09,No
47661,HH047662,212.08,4.0,house,municipal,33.83,215.15,No,Suburban,Medium,1.0,12.21,No
47665,HH047666,173.36,3.0,apartment,municipal,27.57,172.08,No,Suburban,Medium,4.0,6.29,No
47674,HH047675,164.51,4.0,house,municipal,23.17,172.86,No,Suburban,High,2.0,5.14,Yes
47679,HH047680,167.18,3.0,house,municipal,24.32,167.27,No,Urban,Medium,1.0,12.54,Yes
47696,HH047697,207.65,2.0,house,municipal,31.31,208.21,No,Urban,Medium,1,5.07,No
47702,HH047703,194.48,3.0,apartment,municipal,30.66,190.62,No,Urban,Medium,1,8.98,Yes
47705,HH047706,256.05,5.0,house,municipal,41.58,259.31,No,Suburban,High,1.0,8.81,No
47709,HH047710,255.47,2.0,house,municipal,36.44,265.65,No,Urban,Low,1.0,10.46,No
47710,HH047711,110.0,3.0,apartment,municipal,16.94,107.89,No,Urban,High,2.0,7.9,No
47714,HH047715,99.93,5.0,house,municipal,13.5,105.53,No,Urban,Medium,1,5.53,No
47718,HH047719,138.22,3,apartment,municipal,20.61,134.4,No,Urban,Low,1.0,7.39,No
47727,HH047728,135.79,5.0,house,municipal,20.19,141.75,No,Urban,Low,2.0,11.11,No
47728,HH047729,224.32,2.0,apartment,municipal,34.47,222.68,No,Urban,Medium,2.0,8.38,No
47729,HH047730,141.7,3,house,municipal,22.64,144.36,No,Urban,Medium,1,8.12,No
47736,HH047737,306.7,3,house,municipal,45.34,314.91,No,Urban,Medium,1,8.64,No
47742,HH047743,78.38,3.0,apartment,municipal,12.25,85.63,No,Urban,Medium,2.0,7.33,No
47745,HH047746,204.85,4.0,apartment,municipal,33.45,205.4,No,Suburban,Low,1.0,6.91,Yes
47757,HH047758,234.37,9.0,house,municipal,36.8,232.15,No,Urban,Medium,2.0,4.16,Yes
47760,HH047761,202.07,3,apartment,municipal,29.98,207.52,No,Urban,High,1,7.15,No
47761,HH047762,132.67,3.0,apartment,municipal,18.22,140.02,No,Urban,Medium,1.0,3.25,No
47771,HH047772,202.79,6.0,house,municipal,30.35,199.25,No,Urban,Medium,1,10.81,No
47776,HH047777,174.37,3,house,municipal,26.57,171.76,No,Urban,Medium,2.0,6.18,No
47778,HH047779,183.39,5.0,house,municipal,27.23,179.16,No,Rural,Low,4.0,5.6,No
47779,HH047780,272.09,3,house,borewell,39.84,269.95,No,Suburban,High,1.0,11.32,No
47780,HH047781,240.41,4.0,apartment,rainwater harvesting,36.28,230.38,No,Rural,Medium,1.0,8.38,No
47782,HH047783,211.7,4.0,house,municipal,29.4,211.79,No,Urban,Low,2.0,9.87,No
47786,HH047787,208.7,4.0,apartment,municipal,33.75,208.68,No,Urban,Medium,1.0,5.22,Yes
47789,HH047790,176.83,3.0,apartment,municipal,25.5,169.65,No,Urban,Medium,3.0,11.18,No
47794,HH047795,194.91,3.0,apartment,municipal,28.91,194.79,No,Urban,Medium,2.0,6.47,No
47813,HH047814,204.74,3.0,apartment,municipal,31.7,207.9,No,Urban,Low,2.0,4.94,No
47836,HH047837,151.34,6.0,apartment,municipal,22.15,152.51,No,Urban,Medium,1.0,6.9,No
47840,HH047841,293.19,3,apartment,municipal,40.47,297.24,No,Suburban,High,1,6.62,No
47851,HH047852,181.29,3.0,apartment,municipal,28.49,174.72,No,Suburban,Medium,1.0,6.22,No
47853,HH047854,110.56,2.0,apartment,municipal,15.26,112.95,No,Rural,Medium,1.0,6.87,Yes
47862,HH047863,159.59,8.0,apartment,municipal,25.63,153.64,No,Urban,Medium,4.0,12.46,No
47865,HH047866,233.05,3,apartment,rainwater harvesting,38.18,224.71,No,Suburban,Medium,1.0,5.81,Yes
47876,HH047877,272.51,3,apartment,municipal,38.95,278.42,Yes,Urban,High,2.0,4.99,No
47887,HH047888,263.82,2.0,apartment,municipal,42.5,263.21,No,Suburban,Medium,1.0,12.07,No
47892,HH047893,271.26,3.0,apartment,municipal,43.6,269.68,No,Urban,High,1.0,9.79,No
47905,HH047906,193.01,6.0,apartment,municipal,27.91,188.54,No,Urban,Medium,1.0,5.28,No
47912,HH047913,211.81,6.0,apartment,rainwater harvesting,34.91,213.41,No,Urban,Medium,1,8.24,No
47916,HH047917,158.4,3,apartment,municipal,22.53,161.16,No,Suburban,Medium,1.0,8.88,No
47918,HH047919,177.42,3,apartment,municipal,25.48,173.08,No,Rural,Medium,2.0,6.55,No
47941,HH047942,123.39,3,house,borewell,17.27,129.55,No,Suburban,Low,1.0,11.4,No
47952,HH047953,120.74,2.0,apartment,municipal,19.89,117.45,No,Urban,Medium,1,9.97,No
47981,HH047982,244.59,2.0,apartment,municipal,39.81,243.33,No,Suburban,Low,3.0,3.91,No
48004,HH048005,199.23,3.0,apartment,municipal,31.49,204.54,No,Urban,Medium,1,10.73,No
48008,HH048009,182.79,4.0,house,municipal,27.6,179.67,No,Urban,Medium,2.0,8.24,No
48010,HH048011,240.75,3,apartment,rainwater harvesting,36.51,235.3,No,Urban,Medium,4.0,3.67,No
48034,HH048035,198.14,2.0,apartment,municipal,30.15,201.03,No,Urban,Medium,1.0,4.71,Yes
48038,HH048039,187.05,3,house,municipal,28.0,181.2,No,Suburban,Medium,1.0,9.2,No
48053,HH048054,150.2,3,apartment,borewell,24.02,149.82,No,Rural,Low,1.0,3.28,No
48063,HH048064,195.66,4.0,apartment,rainwater harvesting,31.79,191.69,No,Rural,Low,3.0,11.33,No
48072,HH048073,181.34,3,apartment,municipal,25.31,174.9,No,Suburban,Medium,1.0,5.34,No
48077,HH048078,279.24,5.0,apartment,municipal,40.98,280.59,No,Suburban,Low,1.0,5.41,No
48081,HH048082,180.58,3,house,municipal,29.4,187.1,No,Urban,Medium,2.0,9.29,No
48088,HH048089,177.79,3,apartment,municipal,25.02,182.79,No,Suburban,Medium,3.0,6.29,No
48090,HH048091,193.93,3,house,municipal,29.51,183.14,No,Suburban,Medium,2.0,12.97,Yes
48093,HH048094,200.32,3,apartment,municipal,28.47,191.49,No,Urban,High,2.0,5.44,No
48095,HH048096,205.01,2.0,apartment,municipal,33.3,204.24,No,Urban,Medium,2.0,5.11,No
48101,HH048102,241.45,3,apartment,municipal,34.32,235.32,No,Urban,Low,1.0,3.0,No
48109,HH048110,283.98,5.0,house,borewell,42.87,290.89,No,Rural,Medium,3.0,7.33,No
48123,HH048124,193.06,3,apartment,municipal,28.21,193.53,No,Rural,Low,2.0,9.6,No
48144,HH048145,263.51,4.0,apartment,municipal,37.52,264.17,No,Urban,Medium,2.0,7.82,No
48163,HH048164,178.84,3,house,municipal,28.38,191.46,No,Suburban,Medium,1.0,3.9,No
48166,HH048167,256.09,3.0,apartment,borewell,41.94,245.97,No,Urban,Low,3.0,10.98,No
48176,HH048177,170.38,3.0,house,municipal,24.95,173.79,No,Suburban,Medium,2.0,3.0,No
48177,HH048178,195.22,3,house,rainwater harvesting,28.06,203.87,No,Urban,Medium,4.0,6.82,No
48178,HH048179,223.26,3.0,apartment,municipal,36.14,220.84,No,Suburban,Low,1,7.25,No
48182,HH048183,128.59,5.0,apartment,municipal,18.08,121.99,No,Urban,Medium,1,11.4,Yes
48191,HH048192,160.28,4.0,apartment,municipal,24.68,156.85,No,Rural,High,2.0,5.68,No
48194,HH048195,148.01,3,apartment,municipal,21.53,149.57,No,Urban,Low,1.0,9.46,Yes
48196,HH048197,282.94,3.0,house,municipal,43.23,278.13,No,Urban,Low,3.0,12.04,No
48206,HH048207,166.99,5.0,house,municipal,24.07,151.53,No,Urban,Medium,1.0,5.82,No
48207,HH048208,131.75,3.0,house,borewell,19.19,133.28,No,Urban,Medium,1.0,7.6,No
48208,HH048209,187.12,6.0,apartment,rainwater harvesting,30.59,188.02,No,Urban,Low,2.0,10.23,No
48210,HH048211,169.83,3,apartment,municipal,25.5,165.54,No,Urban,Medium,1,4.65,No
48213,HH048214,227.38,6.0,apartment,municipal,33.26,233.25,No,Urban,High,1,8.21,No
48214,HH048215,218.89,3.0,apartment,municipal,34.61,224.75,No,Urban,Medium,2.0,7.37,No
48222,HH048223,129.36,3.0,house,municipal,19.61,127.64,No,Suburban,High,1.0,6.26,No
48228,HH048229,229.72,9.0,house,municipal,35.12,230.95,No,Rural,Low,1,3.14,No
48236,HH048237,208.93,3,apartment,well,33.44,206.46,No,Urban,High,1,4.78,No
48250,HH048251,178.65,4.0,house,borewell,27.26,171.79,No,Urban,Low,1.0,10.59,No
48253,HH048254,214.73,3,apartment,municipal,29.68,210.74,No,Rural,High,2.0,8.09,No
48255,HH048256,275.19,7.0,apartment,municipal,39.78,279.27,No,Suburban,Medium,1,4.69,No
48269,HH048270,208.13,4.0,apartment,borewell,30.38,216.22,No,Urban,Medium,1,9.16,No
48270,HH048271,191.98,4.0,apartment,municipal,31.53,192.61,No,Urban,Medium,3.0,5.55,No
48278,HH048279,154.32,4.0,apartment,municipal,22.16,145.33,No,Urban,High,1,5.09,No
48287,HH048288,142.85,5.0,apartment,well,21.44,141.65,No,Urban,Low,2.0,8.47,No
48289,HH048290,187.36,1.0,apartment,municipal,29.41,191.27,No,Urban,Low,1.0,5.02,No
48291,HH048292,232.5,4.0,apartment,borewell,31.56,232.53,No,Suburban,Medium,2.0,7.63,Yes
48293,HH048294,262.28,7.0,apartment,municipal,42.13,271.84,No,Urban,Low,1.0,10.8,Yes
48301,HH048302,174.04,3,apartment,municipal,26.48,170.07,No,Urban,Medium,1,8.56,No
48308,HH048309,207.61,3,house,borewell,33.22,204.94,No,Urban,Low,1,7.51,No
48309,HH048310,128.32,3,apartment,municipal,21.14,132.71,No,Urban,Medium,1,8.3,Yes
48326,HH048327,221.24,3.0,house,municipal,32.85,219.57,No,Urban,Low,2.0,9.15,Yes
48338,HH048339,119.56,3.0,apartment,municipal,18.85,133.25,No,Urban,Medium,2.0,3.0,No
48339,HH048340,94.05,4.0,apartment,municipal,14.04,90.84,No,Suburban,Low,1.0,3.72,No
48341,HH048342,249.56,5.0,apartment,municipal,33.86,251.21,No,Urban,Medium,1,7.37,No
48348,HH048349,187.38,3,house,well,27.93,187.5,No,Urban,High,2.0,12.24,No
48351,HH048352,161.2,3.0,apartment,municipal,22.11,164.59,No,Urban,Medium,3.0,7.4,No
48352,HH048353,227.78,1.0,apartment,municipal,31.33,222.24,Yes,Urban,Medium,1.0,9.53,No
48365,HH048366,179.88,2.0,house,municipal,26.12,183.81,No,Rural,Low,1,4.09,No
48366,HH048367,128.2,4.0,apartment,municipal,18.65,118.77,No,Suburban,Low,2.0,4.66,Yes
48367,HH048368,236.24,7.0,apartment,municipal,35.19,233.07,No,Urban,Low,2.0,3.0,No
48369,HH048370,238.77,5.0,apartment,municipal,36.13,237.34,No,Rural,Medium,1.0,9.32,No
48370,HH048371,136.28,6.0,apartment,municipal,20.32,137.14,No,Rural,Low,1,3.0,No
48371,HH048372,271.1,3.0,apartment,municipal,40.87,268.5,No,Rural,Medium,1,11.22,No
48375,HH048376,180.13,4.0,apartment,municipal,29.67,183.77,No,Urban,Low,1,8.25,No
48379,HH048380,176.53,2.0,apartment,municipal,25.11,180.07,Yes,Suburban,Medium,1.0,4.82,No
48389,HH048390,244.85,2.0,apartment,municipal,38.88,251.09,No,Urban,Medium,1.0,11.0,No
48402,HH048403,178.97,3,house,municipal,29.25,181.17,No,Suburban,Medium,1,12.78,No
48410,HH048411,189.58,3.0,apartment,municipal,26.71,195.67,No,Urban,High,1.0,8.2,No
48411,HH048412,187.72,3.0,apartment,municipal,30.0,184.31,No,Suburban,Medium,1,8.83,No
48414,HH048415,240.98,3,apartment,municipal,39.11,249.73,No,Suburban,Medium,2.0,5.86,No
48422,HH048423,193.7,2.0,house,municipal,30.51,196.6,No,Urban,Medium,1,8.09,No
48423,HH048424,205.17,3.0,apartment,municipal,30.0,207.13,No,Suburban,Medium,1,12.51,No
48430,HH048431,258.71,3,apartment,municipal,39.59,260.2,No,Urban,Medium,2.0,5.73,No
48437,HH048438,168.45,5.0,apartment,municipal,27.08,174.41,No,Suburban,Medium,1.0,9.16,No
48443,HH048444,105.87,4.0,apartment,municipal,17.22,103.56,No,Urban,Low,1,5.61,No
48444,HH048445,201.31,5.0,apartment,municipal,32.06,197.85,No,Urban,Medium,2.0,8.1,No
48449,HH048450,121.65,6.0,apartment,borewell,16.46,136.61,No,Rural,Medium,1.0,11.02,No
48451,HH048452,225.96,3,house,municipal,30.91,226.75,No,Urban,Low,2.0,11.83,No
48452,HH048453,197.95,4.0,apartment,municipal,27.21,192.96,No,Urban,Low,1,4.56,No
48464,HH048465,186.47,3,apartment,municipal,28.54,168.67,No,Urban,Low,1.0,9.69,No
48466,HH048467,315.28,3.0,house,municipal,43.95,317.38,No,Urban,Low,1,10.23,No
48479,HH048480,189.25,3.0,apartment,municipal,26.05,187.87,No,Rural,Medium,3.0,8.68,No
48481,HH048482,192.56,5.0,apartment,municipal,28.86,193.06,No,Suburban,Low,1.0,5.4,No
48487,HH048488,274.58,3,apartment,borewell,39.88,271.53,No,Suburban,Low,1,6.03,No
48503,HH048504,245.38,3,apartment,rainwater harvesting,36.77,249.53,No,Urban,High,1.0,13.63,No
48518,HH048519,135.52,6.0,apartment,municipal,21.01,130.4,No,Rural,Medium,1.0,9.29,No
48519,HH048520,177.52,6.0,apartment,municipal,24.59,171.12,No,Suburban,Medium,3.0,9.09,No
48521,HH048522,140.48,3,apartment,municipal,21.37,142.18,No,Urban,Low,1.0,8.88,No
48524,HH048525,186.3,3,apartment,municipal,28.93,177.09,No,Urban,Medium,1,10.19,No
48526,HH048527,162.46,1.0,apartment,rainwater harvesting,22.46,168.65,No,Suburban,Low,1.0,11.0,No
48529,HH048530,162.12,3,apartment,municipal,25.7,162.61,No,Suburban,High,1.0,4.28,No
48534,HH048535,141.91,3,apartment,municipal,19.74,143.08,No,Urban,Low,1,10.15,No
48543,HH048544,228.95,4.0,house,municipal,32.67,231.15,No,Suburban,Medium,1,3.05,No
48552,HH048553,182.16,6.0,apartment,borewell,27.26,180.39,No,Urban,Low,1.0,7.7,No
48553,HH048554,210.83,4.0,apartment,municipal,29.61,204.36,No,Urban,Medium,1,10.08,No
48556,HH048557,209.42,5.0,apartment,municipal,30.07,196.03,No,Urban,Medium,2.0,7.61,No
48562,HH048563,232.03,3,apartment,borewell,35.29,230.54,No,Urban,Medium,1.0,4.12,No
48567,HH048568,96.74,5.0,house,municipal,14.43,97.95,No,Suburban,Medium,1,12.93,No
48572,HH048573,232.73,1.0,apartment,municipal,37.49,235.71,No,Urban,Medium,1.0,6.72,No
